Model_1.1 Model_1.2 Model_1.3 Model_1.4 Model_1.5 Model_2 Inj_Fatal No._Inv_Veh Rear_End PctHV_B AvgSpdDiff_BA AvgSpdArrival_A StdHdw_A Vol_B Precipitation Weather_Category
1 1 1 1 9.719897667 13.51943503 1 1 0 11.467968199999998 36.62273784 12.96821925 3.076675172 13.18623746 5.153888578 1
1 1 1 1 41.44070916 6.426371602000001 1 1 0 2.981030287 8.999699519 42.6264664 9.166018587 25.40699265 5.82503333 1
1 1 1 1 44.65219567 14.65507365 1 1 0 10.7043485 22.70612663 84.1395042 2.852810288 32.39781966 3.032420038 1
1 1 1 1 17.09910177 20.44894957 1 1 0 14.94196686 20.71747202 78.50768459999999 7.2450742560000005 10.32735091 0.516083002 1
1 1 1 1 78.51680855 23.74777615 1 1 0 0.5562238629999999 31.38215388 49.42814762 1.544036851 11.86485818 4.821331273 1
1 1 1 1 61.28653124 14.73488349 1 1 0 19.16494809 31.93979991 2.96330812 14.91900079 36.00936017 2.093109906 1
1 1 1 1 13.66210241 8.996872677 1 1 0 22.1373632 34.64008415 44.73813283 0.492958868 24.05995983 0.891676825 1
1 1 1 1 13.74098593 2.473583842 1 1 0 6.416303972000001 31.85470085 3.6122562019999997 2.518024172 31.79817748 0.41711734 1
1 1 1 1 32.99910012 12.24748931 1 1 0 6.817495787 26.3558478 47.79906623 4.5806662739999995 32.37624038 6.576942237000001 1
1 1 1 1 56.29721584 1.144276997 1 1 0 10.87155963 5.21868108 62.4823649 1.828528285 29.18246301 0.40515210399999996 1
1 1 1 1 14.10446499 10.95695926 1 1 0 19.46367771 13.07874371 17.03248341 7.255082605 24.02747554 0.46520980100000003 1
1 1 1 1 88.11836105 15.70029804 1 1 0 2.707428007 12.37041656 41.17606344 6.515512942000001 20.32136002 0.9192352970000001 1
1 1 1 1 43.80544755 22.52687507 1 1 0 0.277577169 34.29294618 62.36459644 2.419026715 28.60943942 1.236046762 1
1 1 1 1 37.75254482 20.68270709 1 1 0 2.341843328 24.21702006 36.1186335 6.897170813 21.74659714 1.3745417830000002 1
1 1 1 1 12.25078971 18.34437135 1 1 0 10.08588698 25.91482383 42.17137616 6.992878056 18.39692348 2.39771345 1
1 1 1 1 36.23817575 14.82000582 1 1 0 5.641757833 19.24185176 49.76741399 8.029758149 35.91372698 0.042080411 1
1 1 1 1 1.382859117 16.39728143 1 1 0 0.6075950729999999 35.26680921 49.81540623 8.056781374 27.61711314 4.9405956280000005 1
1 1 1 1 65.60612095 26.08901746 1 1 0 8.30705748 30.38074585 73.04761123 6.13763816 3.002402422 1.3872339580000002 1
1 1 1 1 4.872949279 28.33368213 1 1 0 2.224277533 16.99512467 71.91864611 13.55634235 2.678512203 1.595513934 1
1 1 1 1 11.105078 6.410388569 1 1 0 11.11099169 22.45671418 55.5489174 6.004494597000001 12.06649482 5.2764941389999995 1
1 1 1 1 63.08236513 33.16283318 1 1 0 4.3445493719999995 23.16530157 33.24730837 6.630773811 26.05528845 2.399718365 1
1 1 1 1 5.885600204 23.62155703 1 1 0 10.6258575 19.46456255 22.68225061 7.177998426 14.16873371 2.63497054 1
1 1 1 1 25.25487075 7.118896782 1 1 0 0.62739959 2.107899073 6.71802285 8.345464936 8.592228845 3.103891198 1
1 1 1 1 28.28221554 10.37835276 1 1 0 0.050512304 24.45867237 62.4676544 3.7974318730000003 5.835931411000001 3.06018843 1
1 1 1 1 46.84271981 5.019867133 1 1 0 5.108233214 18.73088715 53.99958716 6.838328855 12.73636061 5.106439547 1
1 1 1 1 68.81446099 7.494933971 1 1 0 6.188941128 35.95707703 48.05861321 5.433664929 9.208481599 1.41165557 1
1 1 1 1 76.2673938 30.18218318 1 1 0 0.479522781 19.28020519 39.230454200000004 1.836491118 7.039146756 2.075708048 1
1 1 1 1 28.87998611 0.976501055 1 1 0 17.30809094 39.09869916 56.92252625 6.483672873 36.13670793 1.873097948 1
1 1 1 1 25.88660787 25.11341435 1 1 0 2.124080079 22.11090892 60.48184925 4.536554591 15.95981141 0.137021555 1
1 1 1 1 10.00633727 17.25498114 1 1 0 26.15468837 36.00016159 70.37105537 4.859786821 0.283024144 1.69649714 1
1 1 1 1 45.66579728 25.77965447 1 1 0 2.599923921 0.475928112 77.50438439 4.873427008 10.89593015 6.129096108 1
1 1 1 1 77.46845815 21.12636284 1 1 0 2.234107901 22.35883488 61.27366021 9.680152655 25.12991098 1.3242755259999999 1
1 1 1 1 20.52777115 32.30536371 1 1 0 12.57506118 35.44960166 32.58110858 4.662597455 2.562002735 3.358887953 1
1 1 1 1 33.99775922 14.24596337 1 1 0 1.3378845529999999 9.187289372 30.74834736 6.4438982739999995 9.895644535 7.654829382000001 1
1 1 1 1 27.35919634 0.031828358 1 1 0 9.340319654 11.50145735 42.80365216 7.018769282 11.53514936 1.5763666 1
1 1 1 1 5.703718614 11.88815158 1 1 0 9.545490015 23.65712808 57.42846768 6.814975099 8.151510794 0.171894082 1
1 1 1 1 8.982873617000001 1.7863206919999999 1 1 0 13.92707748 28.63192634 12.81371554 7.19781837 16.87452351 3.745922419 1
1 1 1 1 62.22312206 2.913599675 1 1 0 20.7244489 35.903020500000004 53.67236574 4.2475870030000005 24.86952546 5.66180476 1
1 1 1 1 12.1594493 20.54161879 1 1 0 0.029144824 16.64148379 66.43860404 3.781046784 24.94679233 2.238437049 1
1 1 1 1 42.30479208 14.09984839 1 1 0 17.91055266 21.89765799 80.49586186 2.083601754 31.72716166 2.4157904919999997 1
1 1 1 1 0.6898403940000001 10.40551294 1 1 0 7.685486655 21.41170952 63.01999238 7.398020882999999 19.72220744 6.723269592 1
1 1 1 1 45.55829489 9.521762126 1 1 0 3.040221271 16.88866172 44.92664148 1.6824481930000001 20.13784367 0.056038335 1
1 1 1 1 9.59517371 15.21226098 1 1 0 0.56186599 10.79233487 69.54728811 6.407724496 27.67916917 4.032810651 1
1 1 1 1 29.1802803 11.83723191 1 1 0 9.543906222999999 32.62539357 47.93655786 3.2082824480000003 13.92945246 0.47693296700000004 1
1 1 1 1 10.06275609 36.50009933 1 1 0 18.55876122 11.71770462 52.37016136 6.022000222000001 31.260986 2.013616519 1
1 1 1 1 28.36634411 6.436968136 1 1 0 12.626862699999998 2.328711015 66.84572416 3.599131663 35.39982797 3.5905544519999997 1
1 1 1 1 62.95329817 25.93524997 1 1 0 12.89505896 23.93781242 36.38814925 2.227076126 17.70778495 6.044712387000001 1
1 1 1 1 43.64998026 30.27773828 1 1 0 8.091487271 6.909204895 71.04623023 10.17905721 12.70218882 1.57470242 1
1 1 1 1 23.56493101 17.56406027 1 1 0 3.234460262 19.87701979 61.26912186 8.402842632 34.62427906 0.584044288 1
1 1 1 1 26.38625151 13.05010563 1 1 0 5.906167253 2.8952335560000004 51.48719848 6.371583796 32.27004742 2.070973001 1
1 1 1 1 3.229616182 23.13184903 1 1 0 1.924472149 16.82777863 1.043967515 5.044658406 31.53603855 4.372049626 1
1 1 1 1 29.84411317 7.818937402 1 1 0 19.08219724 15.61886688 20.19276083 4.271264665 23.53981023 3.467511661 1
1 1 1 1 44.21231447 18.268061499999998 1 1 0 15.46623697 30.48485279 61.45471258 5.491053929 19.09322286 2.667294755 1
1 1 1 1 31.014404 11.12367067 1 1 0 25.14211582 15.82289462 75.8596634 7.896957649 30.47316509 3.288684861 1
1 1 1 1 2.242311948 24.35972107 1 1 0 0.941177248 23.74147385 7.33710925 3.2358373510000003 9.99126372 4.016275313 1
1 1 1 1 84.2761735 11.96676515 1 1 0 12.55274673 18.64684151 48.75453024 7.473321294 10.05010822 1.500389884 1
1 1 1 1 42.22514213 21.44674534 1 1 0 10.59341725 25.4957997 66.95684341 10.29815315 20.075146 2.440289245 1
1 1 1 1 72.29981975 11.320439599999998 1 1 0 4.144297782 40.05428796 70.95190466 1.936942607 30.57604282 1.727652355 1
1 1 1 1 64.97161195 8.612707443 1 1 0 13.461155499999998 34.398728000000006 54.1793515 0.7195930190000001 20.32130611 0.072173498 1
1 1 1 1 60.86577033 5.793130075 1 1 0 7.996224456 34.53220428 81.06321216 7.082351878 43.2478645 0.345077134 1
1 1 1 1 23.53049583 3.1356595360000004 1 1 0 12.00477439 5.2920584360000005 37.83839384 0.5381203920000001 47.93656221 0.385056261 1
1 1 1 1 23.96915163 4.944773495 1 1 0 24.9671447 7.46109753 47.08099777 1.279703422 17.42459838 3.2423817969999997 1
1 1 1 1 11.14107124 30.59308343 1 1 0 13.19241891 13.17503782 77.68781939 6.134308999 24.752654999999997 1.4079659 1
1 1 1 1 16.34088074 9.329087282 1 1 0 6.777438664 23.68683184 41.14079663 0.907160874 17.19253924 0.037850065 1
1 1 1 1 43.23831503 0.84189506 1 1 0 15.75164664 19.49028056 48.1297756 3.893094364 29.57393473 4.257324116 1
1 1 1 1 68.52357263 27.83042865 1 1 0 4.623170743 13.09909915 82.40187153 3.264803259 17.13750919 10.4466398 1
1 1 1 1 10.52995516 19.95527769 1 1 0 2.208614409 47.52423914 67.33387223 7.112303348999999 16.16167364 2.5584511130000003 1
1 1 1 1 26.77938391 19.92848985 1 1 0 21.40176935 30.94596409 43.21249101 3.887925497 23.45912041 4.634673493 1
1 1 1 1 64.76675742 13.47486017 1 1 0 15.49128669 22.27306705 37.94604965 5.78289621 20.79765422 1.048838145 1
1 1 1 1 111.6883682 12.90774668 1 1 0 2.626763596 25.85815844 84.9099138 12.09059944 25.40966101 8.238249156 1
1 1 1 1 64.07037718 10.03504329 1 1 0 8.067069143 40.6390651 83.59219779 5.952115171 15.06066941 1.844658886 1
1 1 1 1 30.17977637 14.84863081 1 1 0 3.831038818 4.492137679 63.52116118 2.9077861560000002 12.04118135 0.581676987 1
1 1 1 1 27.13145372 9.859107263 1 1 0 2.570357466 21.68779185 42.59039761 4.711822585 22.12154856 0.672995404 1
1 1 1 1 45.434493700000004 17.28436368 1 1 0 5.5344144260000006 3.0529986769999997 44.20806725 7.855229281000001 20.210269600000004 9.043497447 1
1 1 1 1 26.61917919 7.95563558 1 1 0 5.104402959 23.99112958 84.39504718 8.955792811 9.766068393 0.451787692 1
1 1 1 1 54.35726075 18.47515426 1 1 0 0.733239262 5.069387583999999 70.23745209 5.8569757110000005 12.7743457 3.960806121 1
1 1 1 1 3.6741265960000002 13.60089281 1 1 0 12.88289241 20.92570352 55.11009928 5.311418815 33.97635404 2.954891801 1
1 1 1 1 20.69988488 9.850132865 1 1 0 21.72891573 28.86234862 73.93873565 2.309453538 25.29095686 2.624166921 1
1 1 1 1 28.51893872 11.38628399 1 1 0 2.8053488580000003 22.83056372 50.97082018 10.55099531 11.64420036 0.44048565 1
1 1 1 1 44.7116283 8.155017196000001 1 1 0 18.48750159 21.97097732 69.28276526 8.536717807 7.916397932000001 6.669819774 1
1 1 1 1 5.327150775 19.54335723 1 1 0 31.607741600000004 15.73102068 64.16257874 1.025506263 25.35378623 3.0722293080000003 1
1 1 1 1 11.72272212 15.36639595 1 1 0 3.368631019 31.84687606 60.87066968 4.324527821 24.23573044 0.6882462159999999 1
1 1 1 1 8.083541865 7.930925113 1 1 0 10.65344294 31.98826175 81.79121181 2.39720561 30.73318998 1.544202861 1
1 1 1 1 30.65119735 13.36154421 1 1 0 7.70164353 39.19437988 43.26899551 7.2728722889999995 1.8718338780000001 6.57897655 1
1 1 1 1 44.81706497 3.8026816130000003 1 1 0 13.16945591 25.20972236 60.26065961 7.970102245 37.18742859 2.689238343 1
1 1 1 1 34.75817226 25.88949373 1 1 0 10.67005698 28.5139189 55.51389724 10.82124 13.16741584 2.186626248 1
1 1 1 1 35.70426699 20.015299 1 1 0 4.595813691 16.16872847 65.94341984 5.876138186 24.43887227 0.86139719 1
1 1 1 1 3.284427117 11.645669400000001 1 1 0 8.324533139 24.24146085 41.9124273 9.761754623 19.48618281 1.674483177 1
1 1 1 1 27.4626332 15.31416598 1 1 0 6.483026906 18.82388795 7.969813343999999 9.480203564 21.19010396 2.090495061 1
1 1 1 1 18.92321125 24.38068578 1 1 0 1.8015448930000002 24.77732535 29.37235594 1.60469667 13.56361799 4.677649338999999 1
1 1 1 1 6.735003682 0.7769430420000001 1 1 0 3.8499687939999996 32.05901419 9.915102762 4.413589289 29.07562307 0.922865168 1
1 1 1 1 62.13672747 14.0932657 1 1 0 6.254893599 19.27143935 50.72154884 5.366926084 10.0638746 5.361149675 1
1 1 1 1 26.91515301 4.121476662 1 1 0 13.27849539 11.88206248 75.60155552 8.575430929 39.97669047 6.840051537999999 1
1 1 1 1 46.17823205 7.039679712000001 1 1 0 16.07405224 26.79966952 61.13905292 3.4742199869999997 23.94902047 5.739151937000001 1
1 1 1 1 79.41589778 11.57848853 1 1 0 26.66513782 13.36417178 57.14442759 5.442972673 6.079581292 7.472919869 1
1 1 1 1 30.41732533 2.291082882 1 1 0 3.432956954 37.42352728 7.293479467 1.243912925 36.60577061 1.445133334 1
1 1 1 1 32.32285951 18.8711282 1 1 0 15.45389005 29.98929962 33.98887839 4.709054871 24.81616847 4.058136112 1
1 1 1 1 21.21996978 30.22402228 1 1 0 11.98657305 20.18582032 75.11698939 3.287005483 20.41468207 0.7128223509999999 1
1 1 1 1 7.944723289 1.124913019 1 1 0 2.68556759 25.216974 33.76417745 0.724517779 15.46757186 5.596041557 1
1 1 1 1 40.97059067 25.08694671 1 1 0 22.39490504 23.97014462 71.81805061 2.777671394 22.65238794 5.686437386000001 1
1 1 1 1 16.50706951 6.673586493999999 1 1 0 7.801700575 27.07357026 57.29807686 3.3834674810000003 24.30220011 0.958026686 1
1 1 1 1 23.56843235 24.38245744 1 1 0 6.835318415 44.54457806 47.69997386 9.088823867 8.620254509 1.33747644 1
1 1 1 1 27.80512727 13.49427034 1 2 1 0.18468712699999998 4.53662702 51.03138596 2.4804954980000002 29.11726322 3.888521875 1
1 1 1 1 28.9442614 8.329019601 1 2 1 8.991218203999999 30.85973843 65.78113111 6.354201327999999 27.91345505 1.048559163 1
1 1 1 1 25.62783474 8.984343916 1 2 1 7.726530109 34.85625415 40.95291211 4.822731967 14.17106581 0.823733539 1
1 1 1 1 64.14110302 24.63605228 1 2 1 4.779705802 22.79480222 49.58691822 1.4573586330000001 15.79268109 4.27528346 1
1 1 1 1 37.75609585 7.703004268 1 2 1 12.19193914 2.871723837 37.62276413 0.956693204 13.44799507 10.17884716 1
1 1 1 1 48.01298816 18.23695662 1 2 1 12.80387915 1.596149575 81.88402708 2.497602676 9.242391898 0.860210465 1
1 1 2 1 37.68429229 4.926460626 1 2 1 6.029228252999999 20.01355844 58.55291151 8.223065851 21.71747989 2.269673166 1
1 1 2 1 9.448601461 33.49368141 1 2 1 3.436218308 26.28784846 33.98035827 4.873159762 32.25575597 7.11830805 1
1 1 2 1 25.3351269 12.74947642 1 2 1 4.693699257 49.68504576 58.74900858 1.7077657430000002 18.58108085 2.595241623 1
1 1 2 1 21.95723543 6.204298401 1 2 1 8.898397252999999 24.58285098 3.4146684489999997 8.287973353 22.62281479 2.604777614 1
1 1 2 1 36.75105878 7.450418955 1 2 1 4.220006216 31.53814955 70.66356474 3.218753794 4.06815353 2.764031118 1
1 1 2 1 35.54602584 21.31842035 1 2 1 9.965140121000001 34.34855287 82.55887891 3.435175463 13.56833718 1.3515684559999999 1
1 1 2 1 44.62980217 7.433855754 1 2 1 4.209092059 46.04862475 72.55838788 2.5685424880000003 18.24775419 0.6773928909999999 1
1 1 2 1 29.80971974 3.992206912 1 2 1 4.735538903 25.99557991 71.64137212 6.588737349 10.7304405 6.852280691 1
1 1 2 1 19.86954628 31.73799605 1 2 1 4.819939036 0.664034439 34.56626925 5.446678126 12.81348767 3.280973066 1
1 1 2 1 13.17578121 30.86693173 1 2 1 3.93169163 16.97394517 72.68963554 8.520632574 35.41830447 5.171681405 1
1 1 2 1 8.126669843 22.71928615 1 2 1 12.40723413 17.79916957 64.92047614 4.178622381 14.97780584 6.001576452 1
1 1 2 1 50.07111081 16.048188500000002 1 2 1 8.863153148 33.84169833 36.1839598 3.702264604 15.23460643 2.848593273 1
1 1 2 1 21.21609948 8.990949925 1 2 1 1.359987016 32.03709833 61.69834501 6.444398962999999 21.22630761 3.451165057 1
1 1 2 1 2.205193168 7.248752364 1 2 1 14.12353232 30.30268298 50.03562671 3.8116267789999996 23.89692128 2.148501576 1
1 1 2 1 5.367140248 0.785645376 1 2 1 4.246169559 30.19736161 41.73105159 4.630362646 24.8175456 6.428061855 1
1 1 2 1 16.58438079 27.60990185 1 2 1 4.766036564 22.26131872 80.0198083 10.86068593 33.73367192 0.763882585 1
1 1 2 1 21.19624915 6.508201665 1 2 1 18.76663703 32.71996337 48.46247374 9.423867366 33.49719834 5.78597359 1
1 1 2 1 3.673118622 0.057871148 1 2 1 9.572908826 10.07240489 41.63128767 3.521660892 21.54518421 9.492381936000001 1
1 1 2 1 9.287407664 8.483345753 1 2 1 6.56652934 15.40609193 55.40270448 2.55504286 25.28730922 1.354508281 1
1 1 2 1 33.86836412 17.461831399999998 1 2 1 2.3644479169999997 13.78446351 6.95278725 11.47297389 16.72535187 1.776096207 1
1 1 2 1 40.31200279 5.8689788929999995 1 2 1 2.0642838869999998 12.021422099999999 50.64492070000001 7.702290382 12.5195924 8.329290485 1
1 1 2 1 53.12160634 19.79803217 1 2 1 31.80379856 25.39927886 73.72462639 6.673851527999999 19.1857533 7.200748767 1
1 1 2 1 72.51510024 25.05888381 1 2 1 9.029219442999999 35.70167765 37.48736639 4.127066072 1.269687249 0.09653308599999999 1
1 1 2 1 16.00837448 5.047619015 1 2 1 5.33969367 31.21831484 51.37153238 3.193850424 12.77275188 0.31892765100000003 1
1 1 2 1 0.731720101 13.07609457 1 2 1 0.5600140779999999 27.01234592 80.19467208 5.572479619 28.55038031 2.407425395 1
1 1 2 1 33.80854162 9.613444319 1 2 1 12.11842212 34.29623303 47.84015578 11.38128738 24.81826745 9.653378925 1
1 1 2 1 85.07289725 8.604787951 1 2 1 9.056186515 40.43972233 23.69577847 8.23576553 4.353176456 1.424912199 1
1 1 2 1 27.15508877 8.187412723 1 2 1 20.98712731 7.312222406 65.29476793 0.422801232 29.74117987 3.706968455 1
1 1 2 1 39.81186012 6.289909711 1 2 1 6.827872765 11.52163993 47.82780501 1.848112318 24.48115539 1.622163692 1
1 1 2 1 9.684240669 6.2918915360000005 1 2 1 8.877187285 25.33025765 24.80227714 2.226114271 28.38854221 6.559291719 1
1 1 2 1 9.684536872 12.96315625 1 2 1 2.7885770589999996 2.131114415 73.87745441 5.198175792 24.44819359 6.853768318999999 1
1 1 2 1 71.46044267 2.483444016 1 2 1 11.87462646 14.23580293 64.25291665 7.426339617999999 21.065278699999997 11.12555958 1
1 1 2 1 32.65500511 5.4099229310000005 1 2 1 13.64121851 27.28662471 8.422926341 7.998203553 5.920886423 0.882838736 1
1 1 2 1 60.27476157 24.75640491 1 2 1 10.45105771 19.09721196 47.91651398 0.537031301 27.88604061 4.344928923 1
1 1 2 1 63.18573897 15.39630334 1 2 1 1.017024788 25.56241783 58.77230354 9.106635594 5.78599229 1.0700436309999999 1
1 1 2 1 13.03597106 1.2447449879999999 1 2 1 2.339858269 26.35066594 58.90792785 7.333022593 28.00499239 2.7000182969999997 1
1 1 2 1 46.51672547 38.22737985 1 2 1 1.377510009 16.17960202 52.6336306 6.14731943 29.25527255 3.055797151 1
1 1 2 1 6.8748655670000005 13.83078342 1 2 1 6.856041466000001 27.83308308 80.60657366 3.042457099 27.799159799999998 1.300854046 1
1 1 2 1 14.09673496 25.23420824 1 2 1 2.278735436 27.51907729 47.70067877 5.387263125 7.634569377999999 5.675020213 1
1 1 2 1 40.26350492 29.90747411 1 2 1 2.862085888 31.10730407 28.83548369 6.943269942000001 23.72156087 2.769709419 1
1 1 2 1 50.77861932 27.53983804 1 2 1 2.2930808480000002 47.22719167 53.95952931 5.789582405 15.40286423 6.732872451 1
1 1 2 1 66.97010876 16.16919796 1 2 1 4.285305983 28.46271146 70.10892778 3.83778833 14.69894252 8.618626638 1
1 1 2 1 34.24072501 15.69603232 1 2 1 30.11219351 41.33066692 34.40895096 3.1649648060000004 8.893073265 2.8859164739999996 1
1 1 2 1 21.4653814 15.75417877 1 2 1 8.018637238 10.85450637 61.55355841 4.713378414 5.9145773639999994 0.098311425 1
1 1 2 1 30.36021443 29.65464062 1 2 1 20.13567765 28.10588014 48.26126347 8.886823705 10.26926719 7.074404352999999 1
1 1 2 1 90.77104236 24.93117154 1 2 1 10.08973942 19.08226033 54.49770562 3.948695455 14.38874997 0.38398611200000005 1
1 1 2 1 29.86022148 16.82807627 1 2 1 2.721226552 28.99645621 3.872487338 4.655426234 19.09004875 9.263138728 1
1 1 2 1 44.93199162 10.05764291 1 2 1 9.90761476 30.04383981 70.88977646 3.562063044 17.01599507 2.2982603459999997 1
1 1 2 1 35.20001103 12.88732095 1 2 1 13.23167872 25.12043716 45.93822464 5.8004744960000005 28.37975803 4.376983781 1
1 1 2 1 12.055433500000001 1.5189022090000002 1 2 1 13.44439927 34.61046348 69.81661479 5.715894523999999 14.22093484 2.375209274 1
1 1 2 1 33.5893217 26.71346024 1 2 1 1.540562341 5.954402547000001 31.23576848 9.917157015 3.565802182 4.908603846 1
1 1 2 1 6.122470217 11.96970251 1 2 1 4.63378048 34.6651234 58.22583161 5.262969245 20.818972100000003 6.017585824 1
1 1 2 1 55.74301794 13.43485114 1 2 1 28.91693305 44.19179843 55.28371871 7.065342962999999 22.98707875 1.567059442 1
1 1 2 1 19.11458228 15.44597264 1 2 1 0.55753347 48.80413288 52.68224397 3.3206888880000003 21.01955896 2.038152415 1
1 1 2 1 6.791800922 3.393790802 1 2 1 6.001318642 22.749616800000002 34.84917283 9.660133849 22.91308001 2.129150541 1
1 1 2 1 38.11622715 14.34623362 1 2 1 13.42824927 23.19023785 37.38956596 8.002172525 9.210686399 4.010891194 1
1 1 2 1 43.07819605 10.23428935 1 2 1 7.0734009360000005 24.19105357 34.63368127 2.7644497930000003 13.26049185 1.8033082459999998 1
1 1 2 1 23.48990539 5.931265201 1 2 1 8.398588043 8.203387067000001 74.08818289 0.556193299 15.83457312 0.202290005 1
1 1 2 1 18.54362991 24.42133289 1 2 1 9.718180792 15.95462766 41.53643535 2.461109736 13.42111844 0.38220798200000006 1
1 1 2 1 7.797751729 4.992270829 1 2 1 8.931231248 20.13037866 29.85045791 4.104464838999999 24.88785187 2.444568377 1
1 1 2 1 29.52800274 21.77779547 1 2 1 7.302082276 7.061590231 52.59197217 8.761830439 34.19621794 2.81222485 1
1 1 2 1 51.6116882 15.65229302 1 2 1 13.71467879 24.11705859 37.39522823 5.9917505989999995 13.47800485 1.9946885280000002 1
1 1 2 1 47.22392709 27.00417506 1 2 1 6.876952767000001 10.74233827 36.87065967 8.371876262 23.02016459 4.156849575 1
1 1 2 1 29.00614971 35.88432518 1 2 1 7.617625583 26.09412882 21.65140126 0.27804841199999997 10.45511585 1.609483674 1
1 1 2 1 7.69873338 0.073752891 1 2 1 5.960505877999999 38.71959921 67.49375084 11.05676071 21.79590433 1.1979034240000002 1
1 1 2 1 36.77497102 11.65982105 1 2 1 1.73906724 3.5212386039999997 36.90874154 5.260886198 22.92082966 1.366039742 1
1 1 2 1 8.310953921 6.2820420210000005 1 2 1 7.1640355179999995 33.4540671 21.41324048 9.130075553 14.46045638 2.375093663 1
1 1 2 1 22.54351089 28.81411166 1 2 1 9.265052526 1.457245721 59.09836578 6.754577685 24.42993635 1.571188 1
1 1 2 1 41.27099694 18.31448637 1 2 1 11.81908331 17.85691338 77.43519892 9.76433224 13.75925861 0.198288085 1
1 1 2 1 52.62824286 14.13491569 1 2 1 4.327126519 7.811885397 51.75755689 3.174033105 26.61517028 4.789402996000001 1
1 1 2 1 9.925407994 6.841454934 1 2 1 2.366795299 29.231104300000002 37.53734789 6.669215645 25.81165106 4.543808435 1
1 1 2 1 33.74744445 15.79608953 1 2 1 3.617133641 16.18206033 65.31673719999999 2.776400092 22.0120194 5.693296845 1
1 1 2 1 27.07064969 10.40313781 1 2 1 4.301317398999999 5.96932455 56.04387651 4.276827534 32.0301842 3.48351003 1
1 1 2 1 42.84911524 7.995294091 1 2 1 1.59224759 7.98726041 52.97128829999999 5.402328666 30.88234239 2.9009608819999997 1
1 1 2 1 20.94491002 2.046502319 1 2 1 5.394928456000001 22.05582371 44.77486779 11.79678923 25.20283338 3.369279033 1
1 1 2 1 42.74723324 28.20500468 1 2 1 10.45608074 35.93909206 25.41471024 12.28879414 15.51334386 3.615894261 1
1 1 2 1 27.72771252 24.8699129 1 2 1 9.230260778 6.91831765 62.66420509 0.49973845 19.02127619 1.246102123 1
1 1 2 1 5.408550577000001 12.90404532 1 2 1 9.211981433 15.18686968 7.189148896 0.041929533 16.5153332 5.570399611 1
1 1 2 2 30.38863316 13.15099662 1 2 1 2.524902338 22.25601677 5.073114153 3.8966946510000002 18.70832615 4.063224538 1
